bilstm=100-False|dense=?-softmax|glvN-fold results:
,precision, recall, f1, support
30,0.693,0.839,0.759,124
31,0.636,0.636,0.636,33
32,0.500,0.200,0.286,15
33,0.691,0.573,0.627,82
34,0.000,0.000,0.000,1
35,0.914,0.830,0.870,153
36,0.869,0.908,0.888,444
37,0.875,0.907,0.891,333
38,0.827,0.816,0.821,76
39,0.967,0.988,0.978,3949
40,0.655,0.671,0.663,85
41,0.802,0.771,0.786,105
42,1.000,1.000,1.000,2
43,0.911,0.773,0.836,66
44,0.750,0.704,0.726,81
45,0.689,0.665,0.677,236
46,0.333,0.200,0.250,10
47,0.143,0.077,0.100,13
48,0.792,0.816,0.804,196
49,0.615,0.364,0.457,22
50,0.690,0.671,0.681,73
51,0.720,0.409,0.522,44
52,0.701,0.779,0.738,289
53,0.856,0.886,0.871,281
54,0.938,0.891,0.914,101
55,0.682,0.703,0.692,64
56,0.705,0.596,0.646,52
57,0.000,0.000,0.000,4
58,0.455,0.417,0.435,12
59,0.708,0.791,0.747,129
60,0.552,0.500,0.525,32
61,0.531,0.447,0.486,38
62,0.774,0.820,0.796,50
63,0.707,0.725,0.716,80
64,0.000,0.000,0.000,2
65,0.923,0.692,0.791,52
66,0.692,0.723,0.707,137
67,0.000,0.000,0.000,2
68,0.000,0.000,0.000,2
69,0.865,0.833,0.849,54
70,0.541,0.606,0.571,33
71,0.714,0.625,0.667,8
72,0.000,0.000,0.000,1
73,0.000,0.000,0.000,1
74,0.000,0.000,0.000,2
75,0.889,1.000,0.941,8
mac avg,0.548,0.496,0.512,8361
macro avg weighted,0.8599757071428978,0.8658055256548259,0.860917016493429,None
micro avg,0.8658055256548259,0.8658055256548259,0.8658055256548258,None
accuracy on this run=0.8658055256548259

han_2dinputN-fold results:
,precision, recall, f1, support
0,0.824,0.845,0.835,200
1,0.500,0.474,0.486,19
2,0.591,0.578,0.584,45
3,0.846,0.880,0.863,25
4,0.000,0.000,0.000,3
5,0.778,0.875,0.824,8
6,0.000,0.000,0.000,4
7,0.500,0.400,0.444,5
8,0.529,0.500,0.514,18
9,0.714,0.500,0.588,10
10,0.250,0.333,0.286,3
11,0.333,0.286,0.308,7
12,0.710,0.564,0.629,39
13,0.880,0.880,0.880,75
14,0.000,0.000,0.000,1
15,0.000,0.000,0.000,3
16,0.493,0.541,0.516,61
17,0.824,0.824,0.824,91
18,1.000,0.600,0.750,5
19,0.688,0.579,0.629,19
20,0.000,0.000,0.000,2
21,0.770,0.797,0.783,59
22,0.409,0.450,0.429,20
23,0.467,0.350,0.400,20
24,0.500,0.545,0.522,11
25,0.000,0.000,0.000,3
26,0.000,0.000,0.000,3
27,0.500,0.250,0.333,16
28,0.571,0.500,0.533,8
29,0.000,0.000,0.000,1
30,0.768,0.774,0.771,124
31,0.815,0.667,0.733,33
32,0.545,0.400,0.462,15
33,0.684,0.634,0.658,82
34,0.000,0.000,0.000,1
35,0.869,0.869,0.869,153
36,0.877,0.896,0.886,444
37,0.878,0.907,0.892,333
38,0.822,0.789,0.805,76
39,0.975,0.985,0.980,3949
40,0.702,0.694,0.698,85
41,0.837,0.781,0.808,105
42,0.500,0.500,0.500,2
43,0.803,0.742,0.772,66
44,0.743,0.679,0.710,81
45,0.676,0.716,0.695,236
46,0.200,0.100,0.133,10
47,0.273,0.231,0.250,13
48,0.794,0.847,0.820,196
49,0.588,0.455,0.513,22
50,0.685,0.685,0.685,73
51,0.667,0.545,0.600,44
52,0.710,0.789,0.748,289
53,0.861,0.858,0.859,281
54,0.893,0.911,0.902,101
55,0.723,0.734,0.729,64
56,0.711,0.615,0.660,52
57,0.000,0.000,0.000,4
58,0.200,0.250,0.222,12
59,0.732,0.698,0.714,129
60,0.586,0.531,0.557,32
61,0.568,0.553,0.560,38
62,0.750,0.780,0.765,50
63,0.728,0.738,0.733,80
64,0.000,0.000,0.000,2
65,0.731,0.731,0.731,52
66,0.775,0.679,0.724,137
67,0.000,0.000,0.000,2
68,0.000,0.000,0.000,2
69,0.792,0.778,0.785,54
70,0.677,0.636,0.656,33
71,0.571,0.500,0.533,8
72,0.000,0.000,0.000,1
73,0.000,0.000,0.000,1
74,0.000,0.000,0.000,2
75,1.000,1.000,1.000,8
mac avg,0.531,0.503,0.514,8361
macro avg weighted,0.8627006721760421,0.8660447314914483,0.8637327861057553,None
micro avg,0.8660447314914483,0.8660447314914483,0.8660447314914483,None
accuracy on this run=0.8660447314914483

