bilstm=100-False|dense=?-softmax|glvN-fold results:
,precision, recall, f1, support
67,0.000,0.000,0.000,2
68,0.000,0.000,0.000,2
69,0.762,0.889,0.821,54
70,0.900,0.545,0.679,33
71,0.333,0.250,0.286,8
72,0.000,0.000,0.000,1
73,0.000,0.000,0.000,1
74,0.500,0.500,0.500,2
75,1.000,1.000,1.000,8
mac avg,0.563,0.527,0.537,8361
macro avg weighted,0.8635951339070134,0.8667623490013157,0.8640786047012273,None
micro avg,0.8667623490013157,0.8667623490013157,0.8667623490013157,None
accuracy on this run=0.8667623490013157

cnn[2,3,4](conv1d=100)|maxpooling1d=4|flatten|dense=?-softmax|glvN-fold results:
,precision, recall, f1, support
0,0.788,0.820,0.804,200
1,0.529,0.474,0.500,19
2,0.553,0.467,0.506,45
3,0.952,0.800,0.870,25
4,0.000,0.000,0.000,3
5,0.667,0.750,0.706,8
6,0.000,0.000,0.000,4
7,0.333,0.200,0.250,5
8,0.533,0.444,0.485,18
9,0.308,0.400,0.348,10
10,0.250,0.333,0.286,3
11,0.500,0.571,0.533,7
12,0.743,0.667,0.703,39
13,0.907,0.907,0.907,75
14,0.000,0.000,0.000,1
15,0.000,0.000,0.000,3
16,0.388,0.311,0.345,61
17,0.780,0.857,0.817,91
18,1.000,0.200,0.333,5
19,0.688,0.579,0.629,19
20,0.000,0.000,0.000,2
21,0.739,0.864,0.797,59
22,0.389,0.350,0.368,20
23,0.667,0.400,0.500,20
24,0.714,0.455,0.556,11
25,0.000,0.000,0.000,3
26,0.000,0.000,0.000,3
27,0.778,0.438,0.560,16
28,0.625,0.625,0.625,8
29,0.000,0.000,0.000,1
30,0.745,0.823,0.782,124
31,0.733,0.667,0.698,33
32,0.500,0.333,0.400,15
33,0.648,0.561,0.601,82
34,0.000,0.000,0.000,1
35,0.917,0.863,0.889,153
36,0.885,0.921,0.903,444
37,0.843,0.889,0.865,333
38,0.787,0.776,0.781,76
39,0.968,0.990,0.979,3949
40,0.588,0.553,0.570,85
41,0.832,0.800,0.816,105
42,1.000,1.000,1.000,2
43,0.762,0.727,0.744,66
44,0.843,0.728,0.781,81
45,0.562,0.648,0.602,236
46,0.375,0.300,0.333,10
47,0.400,0.154,0.222,13
48,0.783,0.827,0.804,196
49,0.667,0.364,0.471,22
50,0.704,0.685,0.694,73
51,0.679,0.432,0.528,44
52,0.753,0.758,0.755,289
53,0.860,0.875,0.868,281
54,0.875,0.901,0.888,101
55,0.723,0.734,0.729,64
56,0.653,0.615,0.634,52
57,0.000,0.000,0.000,4
58,0.182,0.167,0.174,12
59,0.714,0.775,0.743,129
60,0.394,0.406,0.400,32
61,0.643,0.474,0.545,38
62,0.667,0.640,0.653,50
63,0.688,0.688,0.688,80
64,0.000,0.000,0.000,2
65,0.733,0.635,0.680,52
66,0.717,0.591,0.648,137
67,0.000,0.000,0.000,2
68,0.000,0.000,0.000,2
69,0.898,0.815,0.854,54
70,0.630,0.515,0.567,33
71,0.750,0.375,0.500,8
72,0.000,0.000,0.000,1
73,0.000,0.000,0.000,1
74,0.000,0.000,0.000,2
75,0.889,1.000,0.941,8
mac avg,0.537,0.486,0.502,8361
macro avg weighted,0.8527643832471017,0.8589881593110872,0.854294737612147,None
micro avg,0.8589881593110872,0.8589881593110872,0.8589881593110872,None
accuracy on this run=0.8589881593110872

han_2dinputN-fold results:
,precision, recall, f1, support
0,0.822,0.830,0.826,200
1,0.619,0.684,0.650,19
2,0.543,0.556,0.549,45
3,0.920,0.920,0.920,25
4,0.000,0.000,0.000,3
5,0.583,0.875,0.700,8
6,0.000,0.000,0.000,4
7,0.667,0.400,0.500,5
8,0.562,0.500,0.529,18
9,0.583,0.700,0.636,10
10,0.000,0.000,0.000,3
11,0.800,0.571,0.667,7
12,0.700,0.718,0.709,39
13,0.899,0.827,0.861,75
14,0.000,0.000,0.000,1
15,0.000,0.000,0.000,3
16,0.518,0.475,0.496,61
17,0.862,0.824,0.843,91
18,0.500,0.400,0.444,5
19,0.550,0.579,0.564,19
20,0.000,0.000,0.000,2
21,0.762,0.814,0.787,59
22,0.524,0.550,0.537,20
23,0.533,0.400,0.457,20
24,0.833,0.455,0.588,11
25,0.000,0.000,0.000,3
26,0.000,0.000,0.000,3
27,0.750,0.562,0.643,16
28,0.667,0.500,0.571,8
29,0.000,0.000,0.000,1
30,0.748,0.766,0.757,124
31,0.710,0.667,0.688,33
32,0.500,0.467,0.483,15
33,0.688,0.646,0.667,82
34,0.000,0.000,0.000,1
35,0.878,0.850,0.864,153
36,0.872,0.905,0.888,444
37,0.875,0.907,0.891,333
38,0.819,0.776,0.797,76
39,0.975,0.986,0.980,3949
40,0.655,0.671,0.663,85
41,0.792,0.762,0.777,105
42,1.000,0.500,0.667,2
43,0.787,0.727,0.756,66
44,0.741,0.741,0.741,81
45,0.599,0.576,0.587,236
46,0.167,0.100,0.125,10
47,0.083,0.077,0.080,13
48,0.795,0.852,0.823,196
49,0.438,0.318,0.368,22
50,0.738,0.658,0.696,73
51,0.636,0.477,0.545,44
52,0.768,0.754,0.761,289
53,0.877,0.861,0.869,281
54,0.863,0.871,0.867,101
55,0.745,0.641,0.689,64
56,0.705,0.596,0.646,52
57,0.000,0.000,0.000,4
58,0.455,0.417,0.435,12
59,0.672,0.698,0.684,129
60,0.500,0.438,0.467,32
61,0.590,0.605,0.597,38
62,0.574,0.620,0.596,50
63,0.698,0.750,0.723,80
64,0.000,0.000,0.000,2
65,0.714,0.673,0.693,52
66,0.586,0.650,0.616,137
67,0.000,0.000,0.000,2
68,0.000,0.000,0.000,2
69,0.828,0.889,0.857,54
70,0.500,0.455,0.476,33
71,0.300,0.375,0.333,8
72,0.000,0.000,0.000,1
73,0.000,0.000,0.000,1
74,0.000,0.000,0.000,2
75,0.800,1.000,0.889,8
mac avg,0.525,0.498,0.507,8361
macro avg weighted,0.8558042775334166,0.8586293505561535,0.8565794877414882,None
micro avg,0.8586293505561535,0.8586293505561535,0.8586293505561535,None
accuracy on this run=0.8586293505561535

